시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809A1,20,95.0,100.0,100.0,100.0
FFE809C6,20,100.0,100.0,100.0,100.0
FFE809CA,20,85.0,100.0,100.0,100.0
FFE809CB,20,100.0,100.0,100.0,100.0
FFE809E2,20,100.0,100.0,100.0,100.0
FFE809E9,20,95.0,100.0,100.0,100.0
FFE809EA,20,85.0,100.0,100.0,100.0
FFE80A09,20,95.0,100.0,100.0,100.0
FFE80A0B,20,85.0,100.0,100.0,100.0
FFE80A15,20,90.0,100.0,100.0,100.0
FFE80A1D,20,100.0,100.0,100.0,100.0
FFE80A25,20,100.0,100.0,100.0,100.0
FFE80A2A,20,100.0,100.0,100.0,100.0
FFE80A3B,20,100.0,100.0,100.0,100.0
FFE80A50,20,95.0,100.0,100.0,100.0
FFE80A6F,20,85.0,100.0,100.0,100.0
FFE80A76,20,85.0,100.0,100.0,100.0
FFE80A7C,20,100.0,100.0,100.0,100.0
FFE80A7F,20,100.0,100.0,100.0,100.0
FFE80A80,20,90.0,100.0,100.0,100.0
FFE80A82,20,85.0,100.0,100.0,100.0
FFE80A8C,20,90.0,100.0,100.0,100.0
FFE80AA2,20,95.0,100.0,100.0,100.0
FFE80AB9,20,100.0,100.0,100.0,100.0
FFE80AC7,20,95.0,100.0,100.0,100.0
FFE80ACC,20,95.0,100.0,90.0,100.0
FFE80AF2,20,95.0,100.0,100.0,100.0
FFE80AFD,20,85.0,100.0,100.0,100.0
FFE80AFE,20,90.0,100.0,100.0,100.0
FFE80B25,20,90.0,100.0,100.0,100.0
FFE80B40,20,100.0,100.0,100.0,100.0
FFE80B48,20,100.0,100.0,100.0,100.0
FFE80B4D,20,95.0,100.0,100.0,100.0
FFE80B4F,20,95.0,100.0,100.0,100.0
FFE80B54,20,100.0,100.0,100.0,100.0
FFE80B59,20,95.0,100.0,100.0,100.0
FFE80B6B,20,100.0,100.0,100.0,100.0
FFE80B72,20,95.0,100.0,100.0,100.0
FFE80B76,20,90.0,100.0,100.0,100.0
FFE80B7C,20,95.0,100.0,100.0,100.0
FFE80B7D,20,100.0,100.0,100.0,100.0
FFE80B8E,20,85.0,100.0,100.0,100.0
FFE80B92,20,85.0,100.0,100.0,100.0
FFE80BA4,20,95.0,100.0,100.0,100.0
FFE80BAB,20,100.0,100.0,100.0,100.0
FFE80BB1,20,100.0,100.0,100.0,100.0
FFE80BC1,20,95.0,100.0,100.0,100.0
FFE80BC9,20,75.0,100.0,100.0,100.0
FFE80BD2,20,95.0,100.0,100.0,100.0
FFE80BD7,20,85.0,100.0,100.0,100.0
FFE80BE2,20,100.0,100.0,100.0,100.0
FFE80BE5,20,100.0,100.0,100.0,100.0
FFE80BE8,20,100.0,100.0,100.0,100.0
FFE80BEB,20,80.0,100.0,100.0,100.0
FFE80BED,20,100.0,100.0,100.0,100.0
FFE80C03,20,100.0,100.0,100.0,100.0
FFE80C0B,20,100.0,100.0,100.0,100.0
FFE80C13,20,100.0,100.0,100.0,100.0
FFE80C1C,20,100.0,100.0,100.0,100.0
FFE80C22,20,80.0,100.0,100.0,100.0
FFE80C23,20,90.0,100.0,100.0,100.0
FFE80C42,20,90.0,100.0,100.0,100.0
FFE80C53,20,95.0,100.0,100.0,100.0
FFE80C6F,20,100.0,100.0,100.0,100.0
FFE80C89,20,95.0,100.0,100.0,100.0
FFE80C8B,20,95.0,100.0,100.0,100.0
FFE80C8F,20,95.0,100.0,100.0,100.0
FFE80C91,20,90.0,100.0,100.0,100.0
FFE80C99,20,90.0,100.0,100.0,100.0
FFE80C9A,20,95.0,100.0,100.0,100.0
FFE80C9C,20,100.0,100.0,100.0,100.0
FFE80C9D,20,95.0,100.0,100.0,100.0
FFE80C9E,20,85.0,100.0,100.0,100.0
FFE80C9F,20,90.0,100.0,100.0,100.0
FFE80CBE,20,100.0,100.0,100.0,100.0
FFE80CC3,20,90.0,100.0,95.0,100.0
FFE80CC4,20,100.0,100.0,100.0,100.0
FFE80CC9,20,100.0,100.0,100.0,100.0
FFE80CF2,20,90.0,100.0,100.0,100.0
FFE80CF6,20,100.0,100.0,100.0,100.0
FFE80D04,20,95.0,100.0,100.0,100.0
FFE80D0D,20,100.0,100.0,100.0,100.0
FFE80D16,20,100.0,100.0,100.0,100.0
FFE80D1F,20,95.0,100.0,100.0,100.0
FFE80D25,20,95.0,100.0,100.0,100.0
