시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809B8,20,95.0,100.0,100.0,100.0
FFE809C9,20,100.0,100.0,100.0,100.0
FFE809CF,20,100.0,100.0,100.0,100.0
FFE809D2,20,85.0,100.0,100.0,100.0
FFE809E0,20,100.0,100.0,100.0,100.0
FFE809E9,20,90.0,100.0,100.0,100.0
FFE809FB,20,100.0,100.0,100.0,100.0
FFE80A02,20,80.0,100.0,100.0,100.0
FFE80A17,20,100.0,100.0,100.0,100.0
FFE80A1E,20,100.0,100.0,100.0,100.0
FFE80A1F,20,95.0,100.0,100.0,100.0
FFE80A27,20,95.0,100.0,100.0,100.0
FFE80A38,20,90.0,100.0,100.0,100.0
FFE80A39,20,100.0,100.0,100.0,100.0
FFE80A3E,20,100.0,100.0,100.0,100.0
FFE80A42,20,95.0,100.0,100.0,100.0
FFE80A43,20,95.0,100.0,100.0,100.0
FFE80A46,20,95.0,100.0,100.0,100.0
FFE80A4D,20,100.0,100.0,100.0,100.0
FFE80A53,20,100.0,100.0,100.0,100.0
FFE80A88,20,95.0,100.0,100.0,100.0
FFE80A8C,20,100.0,100.0,100.0,100.0
FFE80A8D,20,90.0,100.0,100.0,100.0
FFE80A91,20,85.0,100.0,100.0,100.0
FFE80A94,20,100.0,100.0,100.0,100.0
FFE80A9B,20,80.0,100.0,100.0,100.0
FFE80AAA,20,90.0,100.0,100.0,100.0
FFE80AAD,20,95.0,100.0,100.0,100.0
FFE80AAE,20,100.0,100.0,100.0,100.0
FFE80ACC,20,100.0,100.0,100.0,100.0
FFE80ADD,20,95.0,100.0,100.0,100.0
FFE80AE2,20,100.0,100.0,100.0,100.0
FFE80AE6,20,100.0,100.0,100.0,100.0
FFE80AFC,20,90.0,100.0,100.0,100.0
FFE80B0E,20,95.0,100.0,100.0,100.0
FFE80B15,20,90.0,100.0,100.0,100.0
FFE80B19,20,95.0,100.0,100.0,100.0
FFE80B2E,20,95.0,100.0,100.0,100.0
FFE80B3E,20,80.0,100.0,100.0,100.0
FFE80B49,20,100.0,100.0,100.0,100.0
FFE80B4F,20,90.0,100.0,100.0,100.0
FFE80B55,20,85.0,100.0,100.0,100.0
FFE80B56,20,100.0,100.0,100.0,100.0
FFE80B5D,20,95.0,100.0,100.0,100.0
FFE80B60,20,100.0,100.0,100.0,100.0
FFE80B69,20,90.0,100.0,100.0,100.0
FFE80B6C,20,95.0,100.0,100.0,100.0
FFE80B72,20,100.0,100.0,100.0,100.0
FFE80B7B,20,90.0,100.0,100.0,100.0
FFE80B8B,20,100.0,100.0,100.0,100.0
FFE80BA5,20,100.0,100.0,100.0,100.0
FFE80BA7,20,100.0,100.0,100.0,100.0
FFE80BCB,20,100.0,100.0,100.0,100.0
FFE80BE6,20,90.0,100.0,100.0,100.0
FFE80BEE,20,85.0,100.0,100.0,100.0
FFE80BF0,20,90.0,100.0,100.0,100.0
FFE80C07,20,95.0,100.0,100.0,100.0
FFE80C15,20,90.0,100.0,100.0,100.0
FFE80C25,20,100.0,100.0,100.0,100.0
FFE80C27,20,100.0,100.0,100.0,100.0
FFE80C2A,20,95.0,100.0,100.0,100.0
FFE80C2C,20,95.0,100.0,100.0,100.0
FFE80C39,20,85.0,100.0,100.0,100.0
FFE80C45,20,100.0,100.0,100.0,100.0
FFE80C5A,20,85.0,100.0,100.0,100.0
FFE80C63,20,85.0,100.0,100.0,100.0
FFE80C6D,20,100.0,100.0,100.0,100.0
FFE80C78,20,95.0,100.0,100.0,100.0
FFE80C7E,20,85.0,100.0,100.0,100.0
FFE80C80,20,95.0,100.0,100.0,100.0
FFE80C9D,20,90.0,100.0,100.0,100.0
FFE80CA0,20,90.0,100.0,100.0,100.0
FFE80CA4,20,100.0,100.0,100.0,100.0
FFE80CCC,20,85.0,100.0,100.0,100.0
FFE80CD1,20,100.0,100.0,100.0,100.0
FFE80CD8,20,90.0,100.0,100.0,100.0
FFE80CDB,20,100.0,100.0,100.0,100.0
FFE80CDD,20,90.0,100.0,100.0,100.0
FFE80CE4,20,95.0,100.0,100.0,100.0
FFE80CE6,20,90.0,100.0,100.0,100.0
FFE80CFB,20,95.0,100.0,100.0,100.0
FFE80D03,20,100.0,100.0,100.0,100.0
FFE80D06,20,100.0,100.0,100.0,100.0
FFE80D0E,20,90.0,100.0,100.0,100.0
FFE80D23,20,95.0,100.0,100.0,100.0
FFE80D42,20,95.0,100.0,100.0,100.0
FFE80D45,20,95.0,100.0,100.0,100.0
FFE80D48,20,95.0,100.0,100.0,100.0
FFE80D5A,20,95.0,100.0,100.0,100.0
FFE80D5C,20,100.0,100.0,100.0,100.0
FFE80D62,20,100.0,100.0,100.0,100.0
FFE80D66,20,100.0,100.0,100.0,100.0
FFE80D6A,20,100.0,100.0,100.0,100.0
FFE80D6B,20,100.0,100.0,100.0,100.0
FFE80D6C,20,85.0,100.0,100.0,100.0
FFE80D75,20,100.0,100.0,100.0,100.0
FFE80D77,20,95.0,100.0,100.0,100.0
FFE80D86,20,95.0,100.0,100.0,100.0
FFE80DAD,20,85.0,100.0,100.0,100.0
FFE80DB4,20,100.0,100.0,100.0,100.0
FFE80DB5,20,90.0,100.0,100.0,100.0
FFE80DBE,20,90.0,100.0,100.0,100.0
FFE80DC9,20,100.0,100.0,100.0,100.0
FFE80DCB,20,95.0,100.0,100.0,100.0
FFE80DCC,20,100.0,100.0,100.0,100.0
FFE80DCD,20,100.0,100.0,100.0,100.0
FFE80DE1,20,95.0,100.0,100.0,100.0
FFE80DEF,20,100.0,100.0,100.0,100.0
FFE80E01,20,100.0,100.0,100.0,100.0
FFE80E16,20,95.0,100.0,100.0,100.0
FFE80E21,20,90.0,100.0,100.0,100.0
FFE80E2E,20,100.0,100.0,100.0,100.0
FFE80E8A,20,70.0,100.0,100.0,100.0
FFE80EA5,20,100.0,100.0,100.0,100.0
FFE80EA6,20,100.0,100.0,100.0,100.0
FFE80EB8,20,90.0,100.0,100.0,100.0
FFE80EDD,20,100.0,100.0,100.0,100.0
FFE80F2F,20,85.0,100.0,95.0,100.0
FFE80F3E,20,90.0,100.0,100.0,100.0
FFE80F3F,20,85.0,100.0,100.0,100.0
FFE80F6F,20,90.0,100.0,100.0,100.0
FFE80F7A,20,90.0,100.0,100.0,100.0
FFE80F8C,20,90.0,100.0,100.0,100.0
FFE80FC3,20,100.0,100.0,100.0,100.0
FFE80FD4,20,90.0,100.0,100.0,100.0
FFE80FDA,20,95.0,100.0,100.0,100.0
FFE80FFC,20,100.0,100.0,100.0,100.0
FFE81002,20,100.0,100.0,100.0,100.0
FFE81025,20,100.0,100.0,100.0,100.0
FFE81032,20,95.0,100.0,100.0,100.0
FFE8103F,20,95.0,100.0,100.0,100.0
FFE81057,20,85.0,100.0,100.0,100.0
FFE8108E,20,80.0,100.0,100.0,100.0
FFE8108F,20,90.0,100.0,100.0,100.0
FFE810B3,20,95.0,100.0,100.0,100.0
FFE810C6,20,100.0,100.0,100.0,100.0
FFE810DE,20,95.0,100.0,100.0,100.0
FFE810F2,20,100.0,100.0,100.0,100.0
FFE810FB,20,100.0,100.0,100.0,100.0
FFE81102,20,100.0,100.0,100.0,100.0
FFE81110,20,95.0,100.0,100.0,100.0
FFE8111C,20,100.0,100.0,100.0,100.0
FFE8112E,20,80.0,100.0,100.0,100.0
FFE81136,20,60.0,100.0,100.0,100.0
FFE81146,20,80.0,100.0,95.0,100.0
FFE81163,20,100.0,100.0,100.0,100.0
FFE8116C,20,100.0,100.0,100.0,100.0
FFE811E6,20,100.0,100.0,100.0,100.0
FFE81207,20,95.0,100.0,100.0,100.0
FFE81211,20,100.0,100.0,100.0,100.0
