ISSUE_DATE,VEHICLE_CLASS,VEHICLE_TYPE,X,Y,HEADING,SPEED,HAZARDLIGHTS_FLAG,HARDBRAKING_FLAG,LIGHTSCHANGE_FLAG,HARDDECELERATION_FLAG,UTURN_FLAG,LIGHTS_STATUS,CURRENT_LANE,scene,Turn,Change,Speed,Hazard
2022-09-30 13:24:30,,,,,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:31,9220.0,4.0,127.266645,36.512255,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:32,9220.0,4.0,127.266664,36.512154,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:33,9220.0,4.0,127.266692,36.512029,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:34,9220.0,4.0,127.266725,36.511906,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:35,9220.0,4.0,127.266758,36.511784,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:36,9220.0,4.0,127.266797,36.511659,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:37,9220.0,4.0,127.26684,36.511536,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:38,9220.0,4.0,127.266888,36.511412,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:39,9220.0,4.0,127.266938,36.511289,,,,,,,,,,scene_2,,,,False
2022-09-30 13:24:40,9220.0,4.0,127.266988,36.511166,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:41,9220.0,4.0,127.267038,36.511042,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:42,9220.0,4.0,127.267089,36.510917,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:43,9220.0,4.0,127.26714,36.510794,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:44,9220.0,4.0,127.267201,36.510647,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:45,9220.0,4.0,127.267241,36.510548,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:46,9220.0,4.0,127.267292,36.510424,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:47,9220.0,4.0,127.267344,36.5103,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:48,9220.0,4.0,127.267406,36.51015,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:49,9220.0,4.0,127.267444,36.510051,,,,,,,,,,scene_3,,,,False
2022-09-30 13:24:50,9220.0,4.0,127.267488,36.50993,,,,,,,,,,scene_4,,,,False
2022-09-30 13:24:51,9220.0,4.0,127.267528,36.509809,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_4,,,,False
2022-09-30 13:24:52,9220.0,4.0,127.267564,36.509685,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_4,,,,False
2022-09-30 13:24:53,9220.0,4.0,127.267596,36.509563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_4,,,,False
2022-09-30 13:24:54,9220.0,4.0,127.267632,36.509421,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_4,,,,False
2022-09-30 13:24:55,9220.0,4.0,127.267654,36.50933,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_4,,,,False
2022-09-30 13:24:56,9220.0,4.0,127.267677,36.509215,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,scene_4,,,,False
2022-09-30 13:24:57,9220.0,4.0,127.267698,36.509103,8.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_4,,,,False
2022-09-30 13:24:58,9220.0,4.0,127.267717,36.508993,9.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_4,,,,False
2022-09-30 13:24:59,9220.0,4.0,127.267734,36.508885,12.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_4,,,,False
2022-09-30 13:25:00,9220.0,4.0,127.267748,36.508782,13.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_5,,,,False
2022-09-30 13:25:01,9220.0,4.0,127.267757,36.508692,13.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_5,,,,True
2022-09-30 13:25:02,9220.0,4.0,127.267763,36.508616,13.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,scene_5,,,,True
2022-09-30 13:25:03,9220.0,4.0,127.267767,36.508554,15.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scene_5,,,,True
2022-09-30 13:25:04,9220.0,4.0,127.26777,36.508509,14.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scene_5,,,,True
2022-09-30 13:25:05,9220.0,4.0,127.267772,36.50848,15.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scene_5,,,,True
2022-09-30 13:25:06,9220.0,4.0,127.267774,36.508469,15.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scene_5,,,,True
2022-09-30 13:25:07,9220.0,4.0,127.267774,36.50846,15.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scene_5,,,,True
2022-09-30 13:25:08,9220.0,4.0,127.267775,36.508457,15.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,scene_5,,,,True
