ISSUE_DATE,VEHICLE_CLASS,VEHICLE_TYPE,X,Y,HEADING,SPEED,HAZARDLIGHTS_FLAG,HARDBRAKING_FLAG,LIGHTSCHANGE_FLAG,HARDDECELERATION_FLAG,UTURN_FLAG,LIGHTS_STATUS,CURRENT_LANE,scene,Turn,Change,Speed,Hazard
2022-09-16 08:53:07,9220.0,4.0,127.39197,36.411161,,,,,,,,,,scene_0,,,,False
2022-09-16 08:53:08,9220.0,4.0,127.391671,36.411241000000004,,,,,,,,,,scene_0,,,,False
2022-09-16 08:53:09,9220.0,4.0,127.391372,36.411321,,,,,,,,,,scene_0,,,,False
2022-09-16 08:53:20,9220.0,4.0,127.387777,36.412199,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:21,9220.0,4.0,127.387441,36.412249,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:22,9220.0,4.0,127.387043,36.412296,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:23,9220.0,4.0,127.386717,36.412322,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:24,9220.0,4.0,127.386461,36.412336,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:25,9220.0,4.0,127.386144,36.412345,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:26,9220.0,4.0,127.385833,36.412346,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:27,9220.0,4.0,127.385463,36.412335,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:28,9220.0,4.0,127.385157,36.412318,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:29,9220.0,4.0,127.384854,36.412294,,,,,,,,,,scene_2,,,,False
2022-09-16 08:53:30,9220.0,4.0,127.384554,36.412261,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:31,9220.0,4.0,127.384316,36.412229,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:32,9220.0,4.0,127.384019,36.412182,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:33,9220.0,4.0,127.383667,36.412114,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:34,9220.0,4.0,127.38338,36.412048,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:35,9220.0,4.0,127.383096,36.411972,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:36,9220.0,4.0,127.382871,36.411907,,,,,,,,,,scene_3,,,,False
2022-09-16 08:53:37,9220.0,4.0,127.382593,36.411819,-41.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_3,,,,False
2022-09-16 08:53:38,9220.0,4.0,127.382319,36.411723,-43.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_3,,,,False
2022-09-16 08:53:39,9220.0,4.0,127.382047,36.411622,-44.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_3,,,,False
2022-09-16 08:54:00,9220.0,4.0,127.376039,36.408395,-34.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,Left,,,False
2022-09-16 08:54:01,9220.0,4.0,127.375722,36.408295,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,Left,,,False
2022-09-16 08:54:02,9220.0,4.0,127.375406,36.408207,-24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,Left,,,False
2022-09-16 08:54:03,9220.0,4.0,127.375155,36.408144,-21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,Left,,,False
2022-09-16 08:54:04,9220.0,4.0,127.374844,36.408074,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,,,,False
2022-09-16 08:54:05,9220.0,4.0,127.374476,36.408001,-14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,,,,False
2022-09-16 08:54:06,9220.0,4.0,127.374236,36.407961,-11.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,,,,False
2022-09-16 08:54:07,9220.0,4.0,127.373885,36.407907,-7.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,,,,False
2022-09-16 08:54:08,9220.0,4.0,127.373657,36.407873,-6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,,,,False
2022-09-16 08:54:09,9220.0,4.0,127.373319,36.407824,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_6,,,,False
2022-09-16 08:54:10,9220.0,4.0,127.373095,36.407792,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,False
2022-09-16 08:54:11,9220.0,4.0,127.37282,36.407753,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,False
2022-09-16 08:54:12,9220.0,4.0,127.372551,36.407713,2.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,False
2022-09-16 08:54:13,9220.0,4.0,127.372291,36.407672,3.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,False
2022-09-16 08:54:14,9220.0,4.0,127.372041,36.407632,6.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,True
2022-09-16 08:54:15,9220.0,4.0,127.371754,36.407581,7.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,True
2022-09-16 08:54:16,9220.0,4.0,127.371566,36.407545,7.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,True
2022-09-16 08:54:17,9220.0,4.0,127.371331,36.407498,8.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,True
2022-09-16 08:54:18,9220.0,4.0,127.37105,36.407437,9.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,True
2022-09-16 08:54:19,9220.0,4.0,127.370812,36.407382,9.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_7,,,,False
2022-09-16 08:54:20,9220.0,4.0,127.37062,36.407334,5.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,True
2022-09-16 08:54:21,9220.0,4.0,127.370332,36.407256,1.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,True
2022-09-16 08:54:22,9220.0,4.0,127.370139,36.4072,-2.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,True
2022-09-16 08:54:23,9220.0,4.0,127.369893,36.407126,-4.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,True
2022-09-16 08:54:24,9220.0,4.0,127.369643,36.407047,-8.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,True
2022-09-16 08:54:25,9220.0,4.0,127.369341,36.406945,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,False
2022-09-16 08:54:26,9220.0,4.0,127.369086,36.406855,-13.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,False
2022-09-16 08:54:27,9220.0,4.0,127.368832,36.406759,-15.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,False
2022-09-16 08:54:28,9220.0,4.0,127.368626,36.406678,-16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,False
2022-09-16 08:54:29,9220.0,4.0,127.368314,36.406545,-18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_8,,,,False
2022-09-16 08:54:30,9220.0,4.0,127.36805,36.406428,-19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,,,,False
2022-09-16 08:54:31,9220.0,4.0,127.367784,36.406303,-20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:32,9220.0,4.0,127.367573,36.406198,-22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:33,9220.0,4.0,127.367265,36.406034,-23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:34,9220.0,4.0,127.367067,36.405921,-24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:35,9220.0,4.0,127.366825,36.40578,-23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:36,9220.0,4.0,127.366589,36.405639,-23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:37,9220.0,4.0,127.366312,36.405469,-24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:38,9220.0,4.0,127.366088,36.405326,-23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:39,9220.0,4.0,127.365913,36.40521,-23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_9,Left,,,False
2022-09-16 08:54:40,9220.0,4.0,127.365654,36.405036,-22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,Left,,,False
2022-09-16 08:54:41,9220.0,4.0,127.365484,36.404922,-20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,Left,,,False
2022-09-16 08:54:42,9220.0,4.0,127.365274,36.404779,-21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,Left,,,False
2022-09-16 08:54:43,9220.0,4.0,127.365023,36.404607,-20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,Left,,,False
2022-09-16 08:54:44,9220.0,4.0,127.364856,36.404493,-18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,,,,False
2022-09-16 08:54:45,9220.0,4.0,127.364647,36.404349,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,,,,False
2022-09-16 08:54:46,9220.0,4.0,127.364435,36.404204,-16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,,,,False
2022-09-16 08:54:47,9220.0,4.0,127.364179,36.404028,-15.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,,,,False
2022-09-16 08:54:48,9220.0,4.0,127.363966,36.403882,-14.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,,,,False
2022-09-16 08:54:49,9220.0,4.0,127.363754,36.403736,-12.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_10,,,,False
2022-09-16 08:54:50,9220.0,4.0,127.363587,36.403619,-11.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:51,9220.0,4.0,127.363334,36.403445,-10.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:52,9220.0,4.0,127.363166,36.40333,-8.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:53,9220.0,4.0,127.362954,36.403186,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:54,9220.0,4.0,127.362699,36.403013,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:55,9220.0,4.0,127.362484,36.402867,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:56,9220.0,4.0,127.362266,36.402721,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:57,9220.0,4.0,127.362091,36.402601,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:58,9220.0,4.0,127.361829,36.402422,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:54:59,9220.0,4.0,127.361655,36.402302,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_11,,,,False
2022-09-16 08:55:00,9220.0,4.0,127.361396,36.402122,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:01,9220.0,4.0,127.361183,36.401975,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:02,9220.0,4.0,127.361013,36.401857,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:03,9220.0,4.0,127.36076,36.401683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:04,9220.0,4.0,127.360591,36.401567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:05,9220.0,4.0,127.360337,36.401394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:06,9220.0,4.0,127.360165,36.401278,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,scene_12,,,,False
2022-09-16 08:55:07,9220.0,4.0,127.359903,36.401103,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,scene_12,,,,False
2022-09-16 08:55:08,9220.0,4.0,127.359726,36.400986,1.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,scene_12,,,,False
2022-09-16 08:55:09,9220.0,4.0,127.359465,36.400812,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,scene_12,,,,False
2022-09-16 08:55:10,9220.0,4.0,127.359295,36.400694,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_13,,,,False
2022-09-16 08:55:11,9220.0,4.0,127.359039,36.400514,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_13,,,,False
