시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809BD,20,95.0,100.0,100.0,100.0
FFE809C3,20,85.0,100.0,100.0,100.0
FFE809C9,20,95.0,100.0,100.0,100.0
FFE809CE,20,80.0,100.0,100.0,100.0
FFE809E2,20,100.0,100.0,100.0,100.0
FFE809F1,20,100.0,100.0,100.0,100.0
FFE809F2,20,100.0,100.0,100.0,100.0
FFE809F4,20,85.0,100.0,100.0,100.0
FFE80A02,20,95.0,100.0,100.0,100.0
FFE80A0D,20,90.0,100.0,100.0,100.0
FFE80A0F,20,85.0,100.0,100.0,100.0
FFE80A13,20,90.0,100.0,100.0,100.0
FFE80A15,20,100.0,100.0,100.0,100.0
FFE80A18,20,95.0,100.0,100.0,100.0
FFE80A19,20,90.0,100.0,100.0,100.0
FFE80A1E,20,80.0,100.0,100.0,100.0
FFE80A30,20,90.0,100.0,100.0,100.0
FFE80A38,20,100.0,100.0,100.0,100.0
FFE80A4A,20,100.0,100.0,100.0,100.0
FFE80A51,20,95.0,100.0,100.0,100.0
FFE80A54,20,90.0,100.0,100.0,100.0
FFE80A56,20,85.0,100.0,100.0,100.0
FFE80A5E,20,100.0,100.0,100.0,100.0
FFE80A5F,20,90.0,100.0,100.0,100.0
FFE80A67,20,100.0,100.0,100.0,100.0
FFE80A8A,20,95.0,100.0,100.0,100.0
FFE80A8B,20,100.0,100.0,100.0,100.0
FFE80A8F,20,100.0,100.0,100.0,100.0
FFE80A90,20,85.0,100.0,100.0,100.0
FFE80A94,20,95.0,100.0,100.0,100.0
FFE80AA1,20,100.0,100.0,100.0,100.0
FFE80AA7,20,100.0,100.0,100.0,100.0
FFE80ABF,20,95.0,100.0,100.0,100.0
FFE80AC7,20,100.0,100.0,100.0,100.0
FFE80ACD,20,95.0,100.0,100.0,100.0
FFE80ADB,20,95.0,100.0,100.0,100.0
FFE80AE7,20,95.0,100.0,100.0,100.0
FFE80AE8,20,90.0,100.0,100.0,100.0
FFE80AF1,20,100.0,100.0,100.0,100.0
FFE80B0B,20,90.0,100.0,100.0,100.0
FFE80B22,20,85.0,100.0,100.0,100.0
