시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809A1,20,90.0,100.0,100.0,100.0
FFE809A3,20,100.0,100.0,100.0,100.0
FFE809C2,20,100.0,100.0,100.0,100.0
FFE809C9,20,100.0,100.0,100.0,100.0
FFE809D2,20,85.0,100.0,100.0,100.0
FFE809D8,20,85.0,100.0,100.0,100.0
FFE809F7,20,80.0,100.0,100.0,100.0
FFE809FA,20,85.0,100.0,100.0,100.0
FFE80A08,20,100.0,100.0,100.0,100.0
FFE80A0A,20,85.0,100.0,100.0,100.0
FFE80A10,20,90.0,100.0,100.0,100.0
FFE80A41,20,90.0,100.0,100.0,100.0
FFE80A43,20,95.0,100.0,100.0,100.0
FFE80A4F,20,100.0,100.0,100.0,100.0
FFE80A6B,20,100.0,100.0,100.0,100.0
FFE80A86,20,100.0,100.0,100.0,100.0
FFE80A8A,20,100.0,100.0,100.0,100.0
FFE80A92,20,100.0,100.0,100.0,100.0
FFE80A9E,20,100.0,100.0,100.0,100.0
FFE80AA1,20,100.0,100.0,100.0,100.0
FFE80AA4,20,80.0,100.0,100.0,100.0
FFE80ABF,20,80.0,100.0,100.0,100.0
FFE80AC3,20,100.0,100.0,100.0,100.0
FFE80AE3,20,100.0,100.0,100.0,100.0
FFE80AF2,20,100.0,100.0,100.0,100.0
FFE80B05,20,95.0,100.0,100.0,100.0
FFE80B11,20,100.0,100.0,100.0,100.0
FFE80B1C,20,90.0,100.0,100.0,100.0
FFE80B1E,20,95.0,100.0,100.0,100.0
FFE80B23,20,100.0,100.0,100.0,100.0
FFE80B27,20,100.0,100.0,100.0,100.0
FFE80B2A,20,100.0,100.0,100.0,100.0
FFE80B2B,20,100.0,100.0,100.0,100.0
FFE80B2E,20,100.0,100.0,100.0,100.0
FFE80B30,20,100.0,100.0,100.0,100.0
FFE80B33,20,100.0,100.0,100.0,100.0
FFE80B43,20,95.0,100.0,100.0,100.0
FFE80B4A,20,90.0,100.0,100.0,100.0
FFE80B51,20,100.0,100.0,100.0,100.0
FFE80B55,20,85.0,100.0,100.0,100.0
FFE80B56,20,80.0,100.0,100.0,100.0
FFE80B5B,20,100.0,100.0,100.0,100.0
FFE80B63,20,100.0,100.0,100.0,100.0
FFE80B6B,20,90.0,100.0,100.0,100.0
FFE80B6F,20,80.0,100.0,100.0,100.0
FFE80B80,20,90.0,100.0,100.0,100.0
FFE80B8B,20,95.0,100.0,100.0,100.0
FFE80B97,20,100.0,100.0,100.0,100.0
FFE80B9C,20,100.0,100.0,100.0,100.0
FFE80BB3,20,95.0,100.0,100.0,100.0
FFE80BC0,20,85.0,100.0,100.0,100.0
FFE80BC4,20,100.0,100.0,100.0,100.0
FFE80BC7,20,100.0,100.0,100.0,100.0
FFE80BD2,20,100.0,100.0,100.0,100.0
FFE80BD8,20,80.0,100.0,100.0,100.0
FFE80BE4,20,100.0,100.0,100.0,100.0
FFE80BF7,20,85.0,100.0,100.0,100.0
FFE80BFC,20,95.0,100.0,100.0,100.0
FFE80C01,20,100.0,100.0,100.0,100.0
FFE80C05,20,90.0,100.0,100.0,100.0
FFE80C11,20,95.0,100.0,100.0,100.0
FFE80C23,20,100.0,100.0,100.0,100.0
FFE80C30,20,100.0,100.0,100.0,100.0
FFE80C32,20,95.0,100.0,100.0,100.0
FFE80C33,20,90.0,100.0,100.0,100.0
FFE80C3B,20,100.0,100.0,100.0,100.0
FFE80C3E,20,95.0,100.0,100.0,100.0
FFE80C46,20,95.0,100.0,100.0,100.0
FFE80C47,20,95.0,100.0,100.0,100.0
FFE80C51,20,90.0,100.0,100.0,100.0
FFE80C52,20,100.0,100.0,100.0,100.0
FFE80C66,20,95.0,100.0,100.0,100.0
FFE80C6B,20,100.0,100.0,100.0,100.0
