시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809A3,80,93.75,100.0,100.0,100.0
FFE809A7,80,95.0,100.0,100.0,100.0
FFE809B1,80,83.75,100.0,100.0,100.0
FFE809B7,80,97.5,100.0,100.0,100.0
FFE809C5,80,96.25,100.0,100.0,100.0
FFE809CE,80,92.5,100.0,100.0,100.0
FFE809FB,80,92.5,100.0,98.75,100.0
FFE80A07,80,92.5,100.0,100.0,96.25
FFE80A08,80,95.0,100.0,100.0,100.0
FFE80A18,80,95.0,100.0,100.0,100.0
FFE80A29,80,90.0,100.0,100.0,100.0
FFE80A2F,80,100.0,100.0,100.0,100.0
FFE80A31,80,97.5,100.0,100.0,100.0
FFE80A39,80,96.25,100.0,100.0,86.25
FFE80A41,80,88.75,100.0,100.0,100.0
FFE80A57,80,93.75,100.0,100.0,100.0
FFE80A71,80,93.75,100.0,100.0,100.0
FFE80A82,80,100.0,100.0,100.0,100.0
FFE80A8E,80,97.5,100.0,100.0,100.0
FFE80AA4,80,92.5,100.0,100.0,100.0
FFE80AB1,80,96.25,100.0,100.0,100.0
FFE80AB3,80,95.0,100.0,100.0,100.0
FFE80AB6,80,90.0,100.0,100.0,100.0
FFE80AED,80,91.25,100.0,100.0,100.0
FFE80AF1,80,97.5,100.0,100.0,100.0
FFE80AF5,80,98.75,100.0,100.0,100.0
FFE80B06,80,96.25,100.0,100.0,100.0
FFE80B11,80,96.25,100.0,100.0,100.0
FFE80B1C,80,96.25,100.0,100.0,100.0
FFE80B1E,80,88.75,100.0,100.0,100.0
FFE80B2B,80,93.75,100.0,100.0,100.0
FFE80B35,80,97.5,100.0,100.0,100.0
FFE80B3E,80,98.75,100.0,100.0,95.0
FFE80B3F,80,96.25,100.0,100.0,98.75
FFE80B52,80,91.25,100.0,100.0,100.0
FFE80B58,80,98.75,100.0,100.0,100.0
FFE80B65,80,91.25,100.0,100.0,100.0
FFE80B6D,80,97.5,100.0,100.0,100.0
FFE80B7F,80,93.75,100.0,100.0,100.0
FFE80B81,80,96.25,100.0,100.0,100.0
FFE80B93,80,96.25,100.0,100.0,100.0
FFE80B97,80,95.0,100.0,100.0,100.0
FFE80BA3,80,96.25,100.0,100.0,100.0
FFE80BB3,80,98.75,100.0,100.0,100.0
FFE80BB4,80,88.75,100.0,100.0,100.0
FFE80BD0,80,95.0,100.0,100.0,100.0
FFE80BD4,80,100.0,100.0,100.0,100.0
FFE80BEC,80,97.5,100.0,100.0,100.0
FFE80BF1,80,97.5,100.0,100.0,97.5
FFE80BFD,80,95.0,100.0,100.0,100.0
FFE80C0E,80,90.0,100.0,100.0,100.0
FFE80C13,80,97.5,100.0,100.0,100.0
FFE80C3E,80,96.25,100.0,100.0,100.0
FFE80C5C,80,92.5,100.0,100.0,100.0
FFE80C74,80,92.5,100.0,100.0,100.0
FFE80C82,80,97.5,100.0,100.0,100.0
FFE80C9C,80,92.5,100.0,100.0,100.0
FFE80CA3,80,91.25,100.0,100.0,100.0
FFE80CAB,80,97.5,100.0,100.0,100.0
FFE80CB0,80,91.25,100.0,100.0,100.0
