시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809A3,20,100.0,100.0,100.0,100.0
FFE809A8,20,100.0,100.0,100.0,100.0
FFE809B1,20,90.0,100.0,100.0,100.0
FFE809C2,20,100.0,100.0,100.0,100.0
FFE809C6,20,100.0,100.0,100.0,100.0
FFE809D0,20,75.0,100.0,100.0,100.0
FFE809D7,20,95.0,100.0,100.0,100.0
FFE809F4,20,100.0,100.0,100.0,100.0
FFE809FA,20,100.0,100.0,100.0,100.0
FFE809FB,20,95.0,100.0,100.0,100.0
FFE80A04,20,95.0,100.0,100.0,100.0
FFE80A0B,20,90.0,100.0,100.0,100.0
FFE80A13,20,100.0,100.0,100.0,100.0
FFE80A21,20,100.0,100.0,100.0,100.0
FFE80A22,20,100.0,100.0,100.0,100.0
FFE80A2C,20,100.0,100.0,100.0,100.0
FFE80A30,20,100.0,100.0,100.0,100.0
FFE80A4A,20,95.0,100.0,100.0,100.0
FFE80A52,20,100.0,100.0,100.0,100.0
FFE80A56,20,85.0,100.0,100.0,100.0
FFE80A62,20,100.0,100.0,100.0,100.0
FFE80A76,20,65.0,100.0,100.0,100.0
FFE80A86,20,75.0,100.0,100.0,100.0
FFE80A94,20,85.0,100.0,100.0,100.0
FFE80A9B,20,95.0,100.0,100.0,100.0
FFE80AAA,20,65.0,100.0,100.0,100.0
FFE80ACB,20,100.0,100.0,100.0,100.0
FFE80AD8,20,95.0,100.0,100.0,100.0
FFE80ADB,20,100.0,100.0,100.0,100.0
FFE80AE9,20,85.0,100.0,100.0,100.0
FFE80AED,20,100.0,100.0,100.0,100.0
FFE80AFA,20,100.0,100.0,100.0,100.0
FFE80AFD,20,100.0,100.0,100.0,100.0
FFE80B00,20,90.0,100.0,100.0,100.0
FFE80B49,20,100.0,100.0,100.0,100.0
FFE80B5C,20,100.0,100.0,100.0,100.0
FFE80B60,20,100.0,100.0,100.0,100.0
FFE80B68,20,100.0,100.0,100.0,100.0
FFE80B70,20,85.0,100.0,100.0,100.0
FFE80B80,20,100.0,100.0,100.0,100.0
FFE80B81,20,100.0,100.0,100.0,100.0
FFE80B82,20,100.0,100.0,100.0,100.0
FFE80B86,20,85.0,100.0,100.0,100.0
FFE80B89,20,100.0,100.0,100.0,100.0
FFE80B8A,20,85.0,100.0,100.0,100.0
FFE80B8B,20,90.0,100.0,100.0,100.0
FFE80B8F,20,95.0,100.0,100.0,100.0
FFE80BA3,20,90.0,100.0,100.0,100.0
FFE80BA4,20,95.0,100.0,100.0,100.0
FFE80BAA,20,85.0,100.0,100.0,100.0
FFE80BB4,20,95.0,100.0,100.0,100.0
FFE80BC4,20,100.0,100.0,100.0,100.0
FFE80BC5,20,100.0,100.0,100.0,100.0
FFE80BC7,20,100.0,100.0,100.0,100.0
FFE80BCB,20,90.0,100.0,100.0,100.0
FFE80BCF,20,75.0,100.0,100.0,100.0
FFE80BD2,20,100.0,100.0,100.0,100.0
FFE80BDB,20,100.0,100.0,100.0,100.0
FFE80BDC,20,95.0,100.0,100.0,100.0
FFE80BEA,20,90.0,100.0,100.0,100.0
FFE80BED,20,100.0,100.0,100.0,100.0
FFE80BF3,20,100.0,100.0,100.0,100.0
FFE80C0A,20,95.0,100.0,100.0,100.0
FFE80C26,20,100.0,100.0,100.0,100.0
FFE80C27,20,95.0,100.0,100.0,100.0
FFE80C2D,20,100.0,100.0,100.0,100.0
FFE80C35,20,85.0,100.0,100.0,100.0
FFE80C46,20,100.0,100.0,100.0,100.0
FFE80C4E,20,85.0,100.0,100.0,100.0
FFE80C61,20,100.0,100.0,100.0,100.0
FFE80C6C,20,100.0,100.0,100.0,100.0
FFE80C75,20,100.0,100.0,100.0,100.0
FFE80C85,20,100.0,100.0,100.0,100.0
FFE80C86,20,100.0,100.0,100.0,100.0
FFE80C89,20,100.0,100.0,100.0,100.0
FFE80CA0,20,100.0,100.0,100.0,100.0
FFE80CC5,20,100.0,100.0,100.0,100.0
FFE80CD3,20,95.0,100.0,100.0,100.0
FFE80CD7,20,100.0,100.0,100.0,100.0
FFE80CDB,20,100.0,100.0,100.0,100.0
FFE80CE6,20,100.0,100.0,100.0,100.0
FFE80CE7,20,90.0,100.0,100.0,100.0
FFE80CF1,20,100.0,100.0,100.0,100.0
FFE80CF6,20,85.0,100.0,100.0,100.0
FFE80CFA,20,90.0,100.0,100.0,100.0
FFE80D03,20,80.0,100.0,100.0,100.0
FFE80D09,20,85.0,100.0,100.0,100.0
FFE80D12,20,90.0,100.0,100.0,100.0
FFE80D2C,20,100.0,100.0,100.0,100.0
FFE80D2F,20,90.0,100.0,100.0,100.0
FFE80D3E,20,100.0,100.0,100.0,100.0
FFE80D4A,20,90.0,100.0,100.0,100.0
FFE80D4B,20,100.0,100.0,100.0,100.0
FFE80D4F,20,100.0,100.0,100.0,100.0
FFE80D56,20,100.0,100.0,100.0,100.0
FFE80D58,20,95.0,100.0,100.0,100.0
FFE80D5C,20,100.0,100.0,100.0,100.0
FFE80D7C,20,100.0,100.0,100.0,100.0
FFE80D7D,20,100.0,100.0,100.0,100.0
