시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809A7,20,90.0,100.0,100.0,100.0
FFE809AB,20,90.0,100.0,100.0,100.0
FFE809C8,20,80.0,100.0,100.0,100.0
FFE809D0,20,95.0,100.0,100.0,100.0
FFE809E9,20,95.0,100.0,100.0,100.0
FFE809F6,20,100.0,100.0,100.0,100.0
FFE809FB,20,100.0,100.0,100.0,100.0
FFE809FE,20,85.0,100.0,100.0,100.0
FFE80A05,20,100.0,100.0,100.0,100.0
FFE80A06,20,95.0,100.0,100.0,100.0
FFE80A0C,20,95.0,100.0,100.0,100.0
FFE80A0E,20,85.0,100.0,100.0,100.0
FFE80A12,20,85.0,100.0,100.0,100.0
FFE80A15,20,100.0,100.0,100.0,100.0
FFE80A16,20,100.0,100.0,100.0,100.0
FFE80A20,20,95.0,100.0,100.0,100.0
FFE80A2C,20,100.0,100.0,100.0,100.0
FFE80A2F,20,95.0,100.0,100.0,100.0
FFE80A37,20,100.0,100.0,100.0,100.0
FFE80A3C,20,90.0,100.0,100.0,100.0
FFE80A42,20,100.0,100.0,100.0,100.0
FFE80A46,20,100.0,100.0,100.0,100.0
FFE80A4A,20,100.0,100.0,100.0,100.0
FFE80A56,20,85.0,100.0,100.0,100.0
FFE80A69,20,90.0,100.0,100.0,100.0
FFE80A6C,20,95.0,100.0,100.0,100.0
FFE80A76,20,95.0,100.0,100.0,100.0
FFE80A8A,20,85.0,100.0,100.0,100.0
FFE80A8B,20,100.0,100.0,100.0,100.0
FFE80A8E,20,95.0,100.0,100.0,100.0
FFE80A99,20,95.0,100.0,100.0,100.0
FFE80AC2,20,95.0,100.0,100.0,100.0
FFE80ACB,20,80.0,100.0,100.0,100.0
FFE80AF5,20,95.0,100.0,100.0,100.0
FFE80B13,20,95.0,100.0,100.0,100.0
FFE80B1A,20,100.0,100.0,100.0,100.0
FFE80B1E,20,100.0,100.0,100.0,100.0
FFE80B25,20,95.0,100.0,100.0,100.0
FFE80B43,20,100.0,100.0,100.0,100.0
FFE80B5A,20,85.0,100.0,100.0,100.0
FFE80B5B,20,100.0,100.0,100.0,100.0
FFE80B67,20,100.0,100.0,100.0,100.0
FFE80B69,20,95.0,100.0,100.0,100.0
FFE80B70,20,100.0,100.0,100.0,100.0
FFE80B7F,20,90.0,100.0,100.0,100.0
FFE80B8A,20,95.0,100.0,100.0,100.0
FFE80B97,20,95.0,100.0,100.0,100.0
FFE80BC7,20,100.0,100.0,100.0,100.0
FFE80BCB,20,90.0,100.0,100.0,100.0
FFE80BDC,20,95.0,100.0,100.0,100.0
FFE80BE1,20,100.0,100.0,100.0,100.0
FFE80BE5,20,100.0,100.0,100.0,100.0
FFE80BE6,20,100.0,100.0,100.0,100.0
FFE80BF7,20,95.0,100.0,100.0,100.0
FFE80BFD,20,100.0,100.0,100.0,100.0
FFE80C03,20,100.0,100.0,100.0,100.0
FFE80C0A,20,90.0,100.0,100.0,100.0
FFE80C1C,20,100.0,100.0,100.0,100.0
FFE80C1D,20,95.0,100.0,100.0,100.0
FFE80C34,20,100.0,100.0,100.0,100.0
FFE80C47,20,100.0,100.0,100.0,100.0
FFE80C6A,20,100.0,100.0,100.0,100.0
FFE80C78,20,95.0,100.0,100.0,100.0
FFE80C7D,20,85.0,100.0,100.0,100.0
FFE80C80,20,95.0,100.0,100.0,100.0
FFE80C88,20,100.0,100.0,100.0,100.0
FFE80C91,20,95.0,100.0,100.0,100.0
FFE80C98,20,90.0,100.0,100.0,100.0
FFE80CA1,20,95.0,100.0,100.0,100.0
FFE80CA5,20,95.0,100.0,100.0,100.0
FFE80CAE,20,100.0,100.0,100.0,100.0
FFE80CBA,20,100.0,100.0,100.0,100.0
FFE80CBC,20,100.0,100.0,100.0,100.0
FFE80CBE,20,85.0,100.0,100.0,100.0
FFE80CC1,20,100.0,100.0,100.0,100.0
FFE80CD2,20,100.0,100.0,100.0,100.0
FFE80CE0,20,100.0,100.0,100.0,100.0
FFE80CF3,20,90.0,100.0,100.0,100.0
FFE80D09,20,95.0,100.0,100.0,100.0
FFE80D12,20,90.0,100.0,100.0,100.0
FFE80D1A,20,100.0,100.0,100.0,100.0
FFE80D2E,20,95.0,100.0,100.0,100.0
FFE80D32,20,100.0,100.0,100.0,100.0
FFE80D33,20,100.0,100.0,100.0,100.0
FFE80D43,20,90.0,100.0,100.0,100.0
FFE80D45,20,95.0,100.0,100.0,100.0
FFE80D48,20,95.0,100.0,100.0,100.0
FFE80D4A,20,90.0,100.0,100.0,100.0
FFE80D51,20,95.0,100.0,100.0,100.0
FFE80D5D,20,90.0,100.0,100.0,100.0
FFE80D61,20,100.0,100.0,100.0,100.0
FFE80D63,20,100.0,100.0,100.0,100.0
FFE80D64,20,85.0,100.0,100.0,100.0
FFE80D6A,20,100.0,100.0,100.0,100.0
FFE80D77,20,90.0,100.0,100.0,100.0
FFE80DAB,20,100.0,100.0,100.0,100.0
FFE80DB6,20,100.0,100.0,100.0,100.0
FFE80DC0,20,95.0,100.0,100.0,100.0
FFE80DDA,20,100.0,100.0,100.0,100.0
FFE80DDB,20,90.0,100.0,100.0,100.0
FFE80DDD,20,95.0,100.0,100.0,100.0
FFE80DE4,20,95.0,100.0,100.0,100.0
FFE80DE6,20,85.0,100.0,100.0,100.0
FFE80DF1,20,85.0,100.0,100.0,100.0
FFE80DFF,20,85.0,100.0,100.0,100.0
FFE80E00,20,100.0,100.0,100.0,100.0
FFE80E04,20,90.0,100.0,100.0,100.0
FFE80E09,20,95.0,100.0,100.0,100.0
FFE80E1B,20,90.0,100.0,100.0,100.0
FFE80E1F,20,100.0,100.0,100.0,100.0
FFE80E22,20,95.0,100.0,100.0,100.0
FFE80E4F,20,95.0,100.0,100.0,100.0
FFE80E57,20,100.0,100.0,100.0,100.0
FFE80E78,20,90.0,100.0,100.0,100.0
FFE80E85,20,80.0,100.0,100.0,100.0
FFE80EA1,20,95.0,100.0,100.0,100.0
FFE80EF2,20,80.0,100.0,100.0,100.0
FFE80EFB,20,100.0,100.0,100.0,100.0
FFE80F00,20,95.0,100.0,100.0,100.0
FFE80F23,20,85.0,100.0,100.0,100.0
FFE80F51,20,85.0,100.0,100.0,100.0
FFE80F5D,20,80.0,100.0,100.0,100.0
FFE80F66,20,95.0,100.0,100.0,100.0
FFE80F67,20,100.0,100.0,100.0,100.0
FFE80F91,20,85.0,100.0,100.0,100.0
FFE80F9C,20,90.0,100.0,100.0,100.0
FFE80FBF,20,95.0,100.0,100.0,100.0
FFE80FCC,20,90.0,100.0,100.0,100.0
FFE80FD6,20,100.0,100.0,100.0,100.0
FFE80FDA,20,95.0,100.0,100.0,100.0
FFE81023,20,90.0,100.0,100.0,100.0
FFE81025,20,95.0,100.0,100.0,100.0
FFE81057,20,95.0,100.0,100.0,100.0
FFE8107D,20,90.0,100.0,100.0,100.0
FFE810E1,20,100.0,100.0,100.0,100.0
FFE810ED,20,100.0,100.0,100.0,100.0
FFE8111F,20,90.0,100.0,100.0,100.0
FFE8112C,20,100.0,100.0,100.0,100.0
FFE8112E,20,75.0,100.0,100.0,100.0
FFE81146,20,100.0,100.0,100.0,100.0
FFE8116E,20,85.0,100.0,100.0,100.0
FFE81185,20,100.0,100.0,100.0,100.0
FFE8119C,20,100.0,100.0,100.0,100.0
FFE811AD,20,95.0,100.0,100.0,100.0
FFE811CA,20,100.0,100.0,100.0,100.0
FFE811D0,20,95.0,100.0,100.0,100.0
FFE811DA,20,100.0,100.0,100.0,100.0
FFE81207,20,95.0,100.0,100.0,100.0
FFE81210,20,100.0,100.0,100.0,100.0
FFE81227,20,95.0,100.0,75.0,100.0
