시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809AD,80,88.75,100.0,100.0,100.0
FFE809AF,80,93.75,100.0,100.0,96.25
FFE809C9,80,87.5,100.0,100.0,97.5
FFE809CC,80,95.0,100.0,100.0,100.0
FFE809D9,80,95.0,100.0,100.0,100.0
FFE809FA,80,90.0,100.0,100.0,97.5
FFE80A1D,80,93.75,100.0,100.0,100.0
FFE80A21,80,92.5,100.0,100.0,100.0
FFE80A29,80,98.75,100.0,100.0,100.0
FFE80A2D,80,100.0,100.0,100.0,100.0
FFE80A2F,80,97.5,100.0,100.0,100.0
FFE80A30,80,100.0,100.0,100.0,100.0
FFE80A33,80,97.5,100.0,100.0,100.0
FFE80A4A,80,92.5,100.0,100.0,100.0
FFE80A4E,80,100.0,100.0,100.0,100.0
FFE80A54,80,93.75,100.0,100.0,78.75
FFE80A62,80,95.0,100.0,100.0,96.25
FFE80A68,80,95.0,100.0,100.0,100.0
FFE80A6A,80,100.0,100.0,100.0,100.0
FFE80A70,80,95.0,100.0,100.0,100.0
FFE80A76,80,91.25,100.0,100.0,97.5
FFE80A92,80,92.5,100.0,100.0,100.0
FFE80A9C,80,95.0,100.0,100.0,100.0
FFE80AAD,80,93.75,100.0,100.0,97.5
FFE80AC4,80,97.5,100.0,100.0,100.0
FFE80AC5,80,98.75,100.0,100.0,100.0
FFE80AC7,80,100.0,100.0,100.0,100.0
FFE80AD3,80,91.25,100.0,100.0,97.5
FFE80B0E,80,92.5,100.0,100.0,100.0
FFE80B11,80,92.5,100.0,100.0,100.0
FFE80B13,80,95.0,100.0,100.0,100.0
FFE80B1D,80,100.0,100.0,100.0,100.0
FFE80B20,80,92.5,100.0,100.0,100.0
FFE80B2D,80,100.0,100.0,100.0,100.0
FFE80B35,80,100.0,100.0,100.0,100.0
FFE80B3C,80,97.5,100.0,100.0,100.0
FFE80B40,80,93.75,100.0,100.0,100.0
FFE80B4B,80,100.0,100.0,100.0,100.0
FFE80B51,80,97.5,100.0,100.0,100.0
FFE80B53,80,93.75,100.0,100.0,100.0
FFE80B55,80,92.5,100.0,100.0,100.0
FFE80B56,80,98.75,100.0,100.0,100.0
FFE80B57,80,92.5,100.0,100.0,100.0
FFE80B5C,80,97.5,100.0,100.0,100.0
FFE80B63,80,92.5,100.0,100.0,100.0
FFE80B72,80,92.5,100.0,100.0,100.0
FFE80B78,80,97.5,100.0,100.0,100.0
FFE80B86,80,88.75,100.0,100.0,100.0
FFE80B93,80,95.0,100.0,100.0,100.0
FFE80BAE,80,95.0,100.0,100.0,100.0
FFE80BAF,80,92.5,100.0,100.0,100.0
FFE80BB1,80,96.25,100.0,100.0,88.75
FFE80BD1,80,97.5,100.0,100.0,100.0
FFE80BD4,80,95.0,100.0,100.0,100.0
FFE80BDE,80,92.5,100.0,100.0,100.0
FFE80BF9,80,96.25,100.0,100.0,97.5
FFE80C08,80,95.0,100.0,100.0,100.0
FFE80C27,80,87.5,100.0,100.0,100.0
FFE80C2E,80,86.25,100.0,100.0,100.0
FFE80C30,80,93.75,100.0,100.0,100.0
FFE80C3B,80,95.0,100.0,100.0,98.75
FFE80C3E,80,96.25,100.0,100.0,100.0
FFE80C3F,80,92.5,100.0,100.0,72.5
FFE80C51,80,100.0,100.0,100.0,100.0
FFE80C5F,80,93.75,100.0,100.0,100.0
FFE80C69,80,95.0,100.0,100.0,100.0
FFE80C73,80,96.25,100.0,100.0,97.5
FFE80C80,80,96.25,100.0,100.0,100.0
FFE80C90,80,93.75,100.0,100.0,100.0
FFE80C92,80,95.0,100.0,100.0,93.75
FFE80C9A,80,92.5,100.0,100.0,100.0
FFE80C9F,80,97.5,100.0,100.0,98.75
FFE80CC3,80,91.25,100.0,100.0,100.0
FFE80CCB,80,96.25,100.0,100.0,100.0
FFE80CF1,80,100.0,100.0,100.0,100.0
FFE80CF2,80,95.0,100.0,100.0,100.0
FFE80D05,80,96.25,100.0,100.0,100.0
FFE80D09,80,91.25,100.0,100.0,97.5
FFE80D19,80,91.25,100.0,100.0,100.0
FFE80D1D,80,96.25,100.0,100.0,96.25
FFE80D23,80,92.5,100.0,100.0,100.0
FFE80D2B,80,100.0,100.0,100.0,100.0
FFE80D32,80,96.25,100.0,100.0,100.0
FFE80D33,80,96.25,100.0,100.0,97.5
FFE80D3F,80,96.25,100.0,100.0,100.0
FFE80D51,80,98.75,100.0,98.75,100.0
FFE80D55,80,93.75,100.0,100.0,95.0
FFE80D56,80,88.75,100.0,100.0,100.0
FFE80D58,80,90.0,100.0,100.0,100.0
FFE80D7A,80,96.25,100.0,100.0,100.0
FFE80D7C,80,98.75,100.0,100.0,100.0
FFE80D9F,80,95.0,100.0,100.0,98.75
FFE80DA3,80,95.0,100.0,100.0,97.5
FFE80DAB,80,96.25,100.0,100.0,100.0
FFE80DAC,80,92.5,100.0,100.0,100.0
FFE80DB8,80,97.5,100.0,100.0,100.0
FFE80DC0,80,92.5,100.0,100.0,97.5
FFE80DC2,80,97.5,100.0,100.0,100.0
FFE80DC8,80,96.25,100.0,100.0,100.0
FFE80DCD,80,95.0,100.0,100.0,98.75
FFE80DCF,80,92.5,100.0,100.0,100.0
