시퀀스 명,시퀀스 길이(초),Turn의 False 비율(%),Lane의 False 비율(%),Speed의 False 비율(%),Hazard의 False 비율(%)
FFE809B7,80,96.25,100.0,100.0,100.0
FFE809BE,80,100.0,100.0,100.0,100.0
FFE809C2,80,90.0,100.0,100.0,100.0
FFE809CA,80,97.5,100.0,98.75,95.0
FFE809CF,80,95.0,100.0,100.0,100.0
FFE809D6,80,100.0,100.0,100.0,100.0
FFE809EA,80,98.75,100.0,100.0,100.0
FFE80A00,80,96.25,100.0,100.0,100.0
FFE80A03,80,96.25,100.0,100.0,100.0
FFE80A0E,80,100.0,100.0,100.0,96.25
FFE80A10,80,91.25,100.0,100.0,100.0
FFE80A1B,80,92.5,100.0,100.0,100.0
FFE80A25,80,92.5,100.0,100.0,100.0
FFE80A36,80,86.25,100.0,100.0,100.0
FFE80A39,80,93.75,100.0,100.0,100.0
FFE80A42,80,93.75,100.0,100.0,100.0
FFE80A4E,80,97.5,100.0,100.0,100.0
FFE80A52,80,100.0,100.0,100.0,100.0
FFE80A5A,80,96.25,100.0,100.0,97.5
FFE80A63,80,90.0,100.0,100.0,100.0
FFE80A69,80,91.25,100.0,100.0,100.0
FFE80A6A,80,96.25,100.0,100.0,96.25
FFE80A74,80,96.25,100.0,100.0,100.0
FFE80A7C,80,98.75,100.0,100.0,98.75
FFE80A87,80,98.75,100.0,100.0,100.0
FFE80A97,80,96.25,100.0,100.0,98.75
FFE80AA5,80,96.25,100.0,100.0,95.0
FFE80AC7,80,87.5,100.0,100.0,100.0
FFE80AE2,80,96.25,100.0,100.0,100.0
FFE80B04,80,97.5,100.0,100.0,100.0
FFE80B08,80,97.5,100.0,100.0,100.0
FFE80B09,80,96.25,100.0,100.0,100.0
FFE80B17,80,88.75,100.0,100.0,98.75
FFE80B23,80,91.25,100.0,100.0,96.25
FFE80B24,80,100.0,100.0,100.0,98.75
FFE80B2D,80,93.75,100.0,100.0,100.0
FFE80B50,80,95.0,100.0,100.0,100.0
FFE80B5A,80,90.0,100.0,100.0,100.0
FFE80B5B,80,93.75,100.0,100.0,100.0
FFE80B65,80,92.5,100.0,100.0,100.0
FFE80B6F,80,91.25,100.0,100.0,97.5
FFE80B70,80,93.75,100.0,100.0,100.0
FFE80B7B,80,96.25,100.0,100.0,100.0
FFE80B80,80,96.25,100.0,100.0,100.0
FFE80B8F,80,96.25,100.0,100.0,100.0
FFE80BBC,80,97.5,100.0,100.0,97.5
FFE80BBD,80,90.0,100.0,100.0,100.0
FFE80BC6,80,93.75,100.0,100.0,100.0
FFE80BC7,80,97.5,100.0,100.0,100.0
FFE80BCA,80,93.75,100.0,100.0,100.0
FFE80BD8,80,95.0,100.0,100.0,100.0
FFE80BDD,80,100.0,100.0,80.0,100.0
FFE80BEC,80,96.25,100.0,100.0,100.0
FFE80BF5,80,97.5,100.0,100.0,100.0
FFE80C06,80,98.75,100.0,100.0,97.5
FFE80C0A,80,93.75,100.0,100.0,100.0
FFE80C0F,80,91.25,100.0,100.0,100.0
FFE80C23,80,96.25,100.0,100.0,100.0
FFE80C32,80,95.0,100.0,100.0,97.5
FFE80C37,80,100.0,100.0,100.0,100.0
FFE80C42,80,91.25,100.0,100.0,100.0
FFE80C66,80,95.0,100.0,100.0,98.75
FFE80C6C,80,100.0,100.0,100.0,100.0
FFE80C78,80,92.5,100.0,100.0,100.0
FFE80C81,80,93.75,100.0,100.0,98.75
FFE80C82,80,96.25,100.0,100.0,100.0
FFE80C9E,80,100.0,100.0,100.0,100.0
FFE80CC1,80,95.0,100.0,100.0,100.0
FFE80CCB,80,95.0,100.0,100.0,100.0
FFE80CD4,80,96.25,100.0,100.0,98.75
FFE80CD7,80,95.0,100.0,100.0,91.25
FFE80CDB,80,98.75,100.0,100.0,97.5
FFE80CE3,80,93.75,100.0,100.0,100.0
FFE80D05,80,92.5,100.0,100.0,97.5
FFE80D12,80,96.25,100.0,100.0,100.0
FFE80D14,80,97.5,100.0,100.0,100.0
FFE80D16,80,91.25,100.0,100.0,98.75
FFE80D1A,80,95.0,100.0,100.0,100.0
FFE80D1D,80,98.75,100.0,100.0,100.0
FFE80D1E,80,93.75,100.0,100.0,98.75
FFE80D29,80,98.75,100.0,100.0,100.0
FFE80D39,80,93.75,100.0,100.0,100.0
FFE80D45,80,92.5,100.0,100.0,100.0
FFE80D62,80,100.0,100.0,100.0,100.0
FFE80D65,80,100.0,100.0,100.0,100.0
FFE80D71,80,92.5,100.0,100.0,100.0
FFE80D80,80,86.25,100.0,100.0,93.75
FFE80D97,80,95.0,100.0,100.0,100.0
FFE80DA1,80,95.0,100.0,100.0,97.5
FFE80DA8,80,97.5,100.0,100.0,91.25
FFE80DBC,80,95.0,100.0,100.0,100.0
FFE80DC1,80,90.0,100.0,100.0,100.0
FFE80DC7,80,93.75,100.0,100.0,98.75
FFE80DCD,80,96.25,100.0,100.0,100.0
FFE80DF2,80,90.0,100.0,100.0,100.0
FFE80DF3,80,98.75,100.0,100.0,100.0
FFE80DF7,80,92.5,100.0,100.0,100.0
FFE80E03,80,95.0,100.0,100.0,95.0
FFE80E1D,80,95.0,100.0,100.0,100.0
FFE80E41,80,100.0,100.0,100.0,100.0
FFE80E46,80,96.25,100.0,100.0,100.0
FFE80E61,80,93.75,100.0,100.0,100.0
FFE80E87,80,93.75,100.0,100.0,100.0
FFE80EB9,80,95.0,100.0,100.0,95.0
FFE80ECA,80,90.0,100.0,100.0,100.0
FFE80ECF,80,88.75,100.0,100.0,100.0
FFE80EFC,80,93.75,100.0,100.0,100.0
FFE80EFD,80,97.5,100.0,100.0,100.0
FFE80F00,80,96.25,100.0,100.0,100.0
FFE80F04,80,98.75,100.0,100.0,100.0
